solution_no,insert_time,select_time,total_memory
4717,2.3333333333333335,1.6666666666666667,528.0
4715,1.6666666666666667,1.6666666666666667,528.0
4713,2.0,1.6666666666666667,496.0
4711,2.6666666666666665,1.3333333333333333,560.0
4709,2.0,1.3333333333333333,528.0
4708,1.6666666666666667,1.3333333333333333,528.0
4706,2.0,1.3333333333333333,560.0
4704,3.0,1.3333333333333333,560.0
4702,2.6666666666666665,1.6666666666666667,528.0
4699,2.3333333333333335,1.3333333333333333,528.0
4695,2.3333333333333335,1.0,496.0
4692,2.3333333333333335,1.6666666666666667,528.0
4691,2.3333333333333335,1.6666666666666667,496.0
4689,2.3333333333333335,1.3333333333333333,464.0
4687,2.0,2.0,528.0
4684,2.0,2.0,560.0
4683,2.0,1.0,528.0
4681,1.6666666666666667,1.6666666666666667,496.0
4680,2.3333333333333335,1.0,528.0
4676,2.3333333333333335,1.6666666666666667,528.0
4674,2.3333333333333335,2.0,496.0
4672,2.0,1.3333333333333333,496.0
4670,1.6666666666666667,1.0,528.0
4668,1.6666666666666667,2.0,496.0
4665,2.0,1.6666666666666667,592.0
4663,2.3333333333333335,1.6666666666666667,560.0
4661,1.6666666666666667,1.6666666666666667,560.0
4659,2.6666666666666665,1.3333333333333333,528.0
4657,3.0,1.3333333333333333,528.0
4655,2.3333333333333335,1.3333333333333333,496.0
4653,2.0,1.6666666666666667,560.0
4651,2.0,1.6666666666666667,528.0
4650,4.0,1.6666666666666667,528.0
4648,1.6666666666666667,2.0,560.0
4645,3.0,2.0,592.0
4644,1.6666666666666667,1.6666666666666667,560.0
4642,2.3333333333333335,1.6666666666666667,528.0
4638,2.3333333333333335,1.6666666666666667,560.0
4637,2.0,1.3333333333333333,528.0
4635,2.0,1.6666666666666667,496.0
4633,2.0,1.3333333333333333,496.0
4630,2.6666666666666665,1.0,528.0
4629,2.6666666666666665,1.6666666666666667,496.0
4627,2.6666666666666665,1.3333333333333333,464.0
4625,2.3333333333333335,1.0,528.0
4622,2.6666666666666665,1.3333333333333333,560.0
4621,2.0,1.3333333333333333,528.0
4619,1.6666666666666667,1.3333333333333333,496.0
4618,2.0,1.6666666666666667,528.0
4616,2.3333333333333335,2.0,592.0
4614,1.6666666666666667,1.6666666666666667,560.0
4612,2.3333333333333335,1.6666666666666667,560.0
4609,2.0,1.3333333333333333,528.0
4607,2.3333333333333335,1.3333333333333333,496.0
4605,1.6666666666666667,1.6666666666666667,560.0
4603,1.6666666666666667,1.3333333333333333,528.0
4602,2.6666666666666665,1.3333333333333333,528.0
4600,3.6666666666666665,1.3333333333333333,560.0
4598,2.0,1.3333333333333333,528.0
4595,3.0,2.0,496.0
4594,2.0,1.6666666666666667,528.0
4592,2.3333333333333335,2.0,496.0
4589,3.0,1.0,528.0
4587,3.0,1.0,496.0
4582,2.3333333333333335,1.6666666666666667,528.0
4580,2.3333333333333335,1.6666666666666667,496.0
4578,2.0,1.3333333333333333,496.0
4575,2.3333333333333335,1.3333333333333333,496.0
4572,2.3333333333333335,1.3333333333333333,496.0
4569,2.0,1.3333333333333333,496.0
4566,2.0,2.0,528.0
4565,2.0,1.3333333333333333,496.0
4563,2.0,1.6666666666666667,464.0
4562,2.6666666666666665,1.6666666666666667,528.0
4559,2.0,1.3333333333333333,496.0
4555,2.3333333333333335,1.6666666666666667,560.0
4553,3.3333333333333335,1.3333333333333333,528.0
4550,2.0,1.3333333333333333,496.0
4549,2.3333333333333335,1.3333333333333333,528.0
4547,2.0,1.3333333333333333,496.0
4545,2.6666666666666665,1.6666666666666667,464.0
4543,1.6666666666666667,1.6666666666666667,528.0
4541,2.0,1.3333333333333333,496.0
4540,2.0,1.3333333333333333,496.0
4538,2.0,1.3333333333333333,576.0
4535,2.3333333333333335,1.3333333333333333,608.0
4534,2.0,1.3333333333333333,576.0
4532,2.6666666666666665,2.0,544.0
4528,2.3333333333333335,1.6666666666666667,576.0
4527,2.3333333333333335,1.3333333333333333,544.0
4525,2.3333333333333335,1.0,512.0
4523,2.3333333333333335,2.0,512.0
4520,2.3333333333333335,1.3333333333333333,544.0
4519,1.6666666666666667,1.6666666666666667,512.0
4517,2.0,1.6666666666666667,480.0
4515,2.6666666666666665,1.6666666666666667,544.0
4512,2.3333333333333335,1.3333333333333333,576.0
4511,1.6666666666666667,1.3333333333333333,544.0
4509,1.6666666666666667,1.3333333333333333,512.0
4508,2.3333333333333335,1.3333333333333333,544.0
4506,1.6666666666666667,1.6666666666666667,608.0
4503,2.0,1.6666666666666667,576.0
4501,1.6666666666666667,1.3333333333333333,544.0
4499,2.0,1.6666666666666667,544.0
4497,3.0,1.0,512.0
4495,2.0,1.6666666666666667,576.0
4493,2.0,1.6666666666666667,544.0
4492,2.6666666666666665,1.6666666666666667,576.0
4489,2.3333333333333335,1.6666666666666667,544.0
4487,2.6666666666666665,1.3333333333333333,544.0
4485,2.6666666666666665,2.0,512.0
4483,2.6666666666666665,2.0,512.0
4481,2.3333333333333335,1.6666666666666667,480.0
4479,2.3333333333333335,2.0,544.0
4477,1.6666666666666667,1.6666666666666667,512.0
4476,3.0,1.6666666666666667,576.0
4474,2.0,1.6666666666666667,544.0
4471,2.0,1.6666666666666667,544.0
4469,2.0,1.6666666666666667,512.0
4467,2.3333333333333335,1.0,512.0
4464,2.6666666666666665,1.6666666666666667,544.0
4463,2.6666666666666665,1.3333333333333333,512.0
4461,2.0,1.6666666666666667,480.0
4459,2.6666666666666665,1.3333333333333333,480.0
4456,2.0,1.3333333333333333,512.0
4455,3.3333333333333335,1.6666666666666667,480.0
4453,3.6666666666666665,1.0,448.0
4451,2.3333333333333335,1.3333333333333333,512.0
4448,2.3333333333333335,1.6666666666666667,512.0
4446,1.6666666666666667,1.6666666666666667,480.0
4445,1.6666666666666667,1.3333333333333333,576.0
4442,2.0,1.6666666666666667,512.0
4440,1.3333333333333333,1.6666666666666667,512.0
4438,2.6666666666666665,1.3333333333333333,480.0
4436,2.3333333333333335,1.3333333333333333,480.0
4434,2.3333333333333335,1.3333333333333333,512.0
4432,1.6666666666666667,2.0,480.0
4429,1.6666666666666667,2.0,576.0
4427,2.0,1.3333333333333333,544.0
4425,1.6666666666666667,2.0,544.0
4423,2.0,1.6666666666666667,512.0
4421,2.6666666666666665,1.3333333333333333,512.0
4419,2.3333333333333335,1.3333333333333333,480.0
4417,2.3333333333333335,1.6666666666666667,544.0
4415,2.3333333333333335,1.6666666666666667,512.0
4412,1.6666666666666667,2.0,544.0
4409,2.6666666666666665,1.3333333333333333,576.0
4408,2.3333333333333335,2.0,544.0
4406,2.3333333333333335,1.3333333333333333,512.0
4403,2.0,1.6666666666666667,544.0
4402,2.0,1.0,512.0
4400,2.0,1.6666666666666667,480.0
4398,1.3333333333333333,1.6666666666666667,480.0
4395,2.0,2.0,512.0
4394,2.0,1.0,480.0
4392,2.3333333333333335,1.3333333333333333,448.0
4390,2.6666666666666665,1.6666666666666667,512.0
4387,2.0,1.3333333333333333,544.0
4386,2.0,2.0,512.0
4384,2.0,1.6666666666666667,480.0
4381,3.0,1.6666666666666667,576.0
4379,3.0,1.6666666666666667,544.0
4377,2.0,1.6666666666666667,544.0
4374,2.0,2.0,512.0
4372,2.0,1.3333333333333333,480.0
4370,2.3333333333333335,1.3333333333333333,544.0
4368,2.0,1.6666666666666667,512.0
4367,2.0,1.6666666666666667,512.0
4365,1.6666666666666667,1.6666666666666667,544.0
4363,2.3333333333333335,1.3333333333333333,512.0
4360,2.0,1.6666666666666667,480.0
4359,2.0,1.0,512.0
4357,2.0,1.3333333333333333,480.0
4355,2.0,1.6666666666666667,448.0
4353,1.3333333333333333,2.0,512.0
4351,1.3333333333333333,2.0,480.0
4348,3.3333333333333335,1.3333333333333333,512.0
4345,2.0,1.6666666666666667,512.0
4343,2.0,1.0,480.0
4341,2.3333333333333335,1.6666666666666667,480.0
4338,2.0,1.3333333333333333,512.0
4337,2.0,2.0,480.0
4335,2.0,1.3333333333333333,448.0
4332,2.0,1.3333333333333333,480.0
4331,2.0,1.3333333333333333,448.0
4329,2.0,1.6666666666666667,480.0
4326,2.3333333333333335,1.3333333333333333,512.0
4325,2.3333333333333335,1.3333333333333333,480.0
4320,2.0,1.6666666666666667,480.0
4318,2.3333333333333335,1.3333333333333333,480.0
4317,2.0,1.6666666666666667,512.0
4315,2.0,1.0,480.0
4313,2.3333333333333335,1.3333333333333333,448.0
4311,2.3333333333333335,1.6666666666666667,544.0
4309,2.0,1.6666666666666667,512.0
4306,1.6666666666666667,1.3333333333333333,480.0
4305,2.3333333333333335,1.6666666666666667,512.0
4303,2.0,1.6666666666666667,480.0
4301,1.6666666666666667,1.6666666666666667,448.0
4299,2.6666666666666665,1.6666666666666667,512.0
4297,2.0,1.6666666666666667,480.0
4296,2.0,1.3333333333333333,448.0
4295,1.6666666666666667,1.6666666666666667,560.0
4294,2.0,1.3333333333333333,528.0
4293,2.6666666666666665,1.6666666666666667,528.0
4291,2.3333333333333335,1.6666666666666667,640.0
4287,2.0,1.6666666666666667,608.0
4285,2.0,1.3333333333333333,576.0
4283,1.6666666666666667,1.6666666666666667,544.0
4281,2.0,1.0,608.0
4279,2.0,1.6666666666666667,576.0
4278,2.0,1.6666666666666667,608.0
4276,2.3333333333333335,1.6666666666666667,608.0
4274,2.0,1.3333333333333333,576.0
4272,2.0,1.3333333333333333,576.0
4270,2.6666666666666665,1.3333333333333333,544.0
4267,2.3333333333333335,1.6666666666666667,512.0
4265,2.3333333333333335,1.0,576.0
4263,2.0,2.0,544.0
4262,2.0,1.6666666666666667,576.0
4260,2.3333333333333335,1.3333333333333333,464.0
4257,2.0,1.3333333333333333,512.0
4254,2.6666666666666665,1.3333333333333333,512.0
4251,2.3333333333333335,1.0,608.0
4248,3.0,1.3333333333333333,576.0
4245,2.3333333333333335,1.0,544.0
4243,2.3333333333333335,1.6666666666666667,512.0
4241,2.0,1.3333333333333333,576.0
4239,2.3333333333333335,2.0,544.0
4235,2.3333333333333335,1.3333333333333333,608.0
4233,2.6666666666666665,1.6666666666666667,576.0
4231,2.3333333333333335,1.0,576.0
4228,2.3333333333333335,1.6666666666666667,544.0
4226,2.3333333333333335,1.6666666666666667,512.0
4224,2.6666666666666665,1.3333333333333333,576.0
4222,2.0,1.6666666666666667,544.0
4221,2.0,1.3333333333333333,544.0
4219,2.0,1.0,576.0
4217,2.0,1.3333333333333333,544.0
4214,2.3333333333333335,1.6666666666666667,512.0
4213,2.3333333333333335,1.0,544.0
4211,2.3333333333333335,1.3333333333333333,512.0
4209,2.3333333333333335,2.0,480.0
4207,1.6666666666666667,1.6666666666666667,544.0
4205,2.0,1.3333333333333333,512.0
4204,1.6666666666666667,1.6666666666666667,496.0
4201,2.0,1.6666666666666667,512.0
4199,2.0,1.3333333333333333,512.0
4196,2.6666666666666665,1.3333333333333333,576.0
4194,2.3333333333333335,1.0,544.0
4192,3.0,1.0,544.0
4190,1.6666666666666667,1.6666666666666667,512.0
4188,2.0,1.3333333333333333,512.0
4185,1.6666666666666667,1.6666666666666667,544.0
4183,2.3333333333333335,1.6666666666666667,512.0
4182,2.3333333333333335,1.6666666666666667,512.0
4181,2.0,1.3333333333333333,464.0
4180,2.0,1.0,464.0
4179,2.3333333333333335,1.3333333333333333,544.0
4177,2.0,1.3333333333333333,624.0
4174,1.6666666666666667,1.6666666666666667,592.0
4172,1.6666666666666667,1.6666666666666667,560.0
4170,2.0,1.3333333333333333,560.0
4168,2.0,1.6666666666666667,528.0
4166,2.0,1.3333333333333333,592.0
4164,2.0,1.6666666666666667,560.0
4163,2.3333333333333335,1.3333333333333333,592.0
4161,2.3333333333333335,1.3333333333333333,592.0
4159,2.3333333333333335,1.6666666666666667,560.0
4157,2.3333333333333335,2.0,560.0
4155,2.0,1.3333333333333333,528.0
4153,2.0,1.0,528.0
4151,1.6666666666666667,2.0,496.0
4149,1.3333333333333333,1.6666666666666667,560.0
4147,2.3333333333333335,1.6666666666666667,528.0
4146,2.0,1.6666666666666667,544.0
4144,2.3333333333333335,1.6666666666666667,560.0
4140,2.0,1.6666666666666667,528.0
4138,2.0,1.6666666666666667,496.0
4135,2.0,1.3333333333333333,528.0
4133,2.0,1.3333333333333333,496.0
4132,2.0,1.3333333333333333,496.0
4130,2.3333333333333335,19.666666666666668,592.0
4128,2.3333333333333335,1.6666666666666667,560.0
4126,2.3333333333333335,1.3333333333333333,560.0
4124,2.0,1.0,528.0
4122,2.0,1.3333333333333333,528.0
4120,2.6666666666666665,1.6666666666666667,496.0
4118,2.0,1.3333333333333333,560.0
4116,2.3333333333333335,1.3333333333333333,528.0
4115,2.6666666666666665,1.3333333333333333,528.0
4114,2.0,1.3333333333333333,512.0
4113,2.0,1.3333333333333333,512.0
4111,2.0,1.6666666666666667,592.0
4109,2.0,2.0,560.0
4107,2.0,1.3333333333333333,560.0
4104,1.6666666666666667,1.6666666666666667,528.0
4102,2.0,1.6666666666666667,496.0
4100,2.0,2.0,560.0
4098,1.6666666666666667,1.3333333333333333,528.0
4097,2.3333333333333335,1.0,528.0
4095,1.6666666666666667,2.0,560.0
4093,2.0,1.6666666666666667,528.0
4090,2.0,1.6666666666666667,496.0
4089,1.6666666666666667,1.6666666666666667,528.0
4087,2.0,1.3333333333333333,496.0
4085,2.0,1.3333333333333333,464.0
4083,2.6666666666666665,1.3333333333333333,528.0
4081,2.3333333333333335,1.0,496.0
4080,1.6666666666666667,1.3333333333333333,464.0
4079,2.6666666666666665,2.0,464.0
4075,2.6666666666666665,1.6666666666666667,496.0
4072,3.0,1.3333333333333333,496.0
4070,2.3333333333333335,2.0,496.0
4068,2.3333333333333335,1.6666666666666667,560.0
4066,2.3333333333333335,1.3333333333333333,528.0
4064,1.6666666666666667,1.0,528.0
4062,2.0,1.6666666666666667,496.0
4060,2.6666666666666665,1.6666666666666667,496.0
4058,1.6666666666666667,1.3333333333333333,464.0
4056,1.6666666666666667,2.0,528.0
4054,2.0,1.6666666666666667,496.0
4053,2.0,1.3333333333333333,528.0
4052,2.0,1.6666666666666667,512.0
4049,1.6666666666666667,1.6666666666666667,640.0
4045,2.0,1.3333333333333333,576.0
4044,1.6666666666666667,1.6666666666666667,608.0
4042,2.3333333333333335,1.6666666666666667,576.0
4040,2.3333333333333335,1.3333333333333333,544.0
4038,2.0,1.0,608.0
4036,2.3333333333333335,1.3333333333333333,576.0
4035,2.3333333333333335,1.3333333333333333,608.0
4033,2.3333333333333335,1.3333333333333333,608.0
4030,1.6666666666666667,2.0,576.0
4028,2.0,1.6666666666666667,544.0
4026,2.0,2.0,544.0
4024,2.3333333333333335,1.3333333333333333,512.0
4022,2.6666666666666665,1.0,576.0
4020,2.0,1.3333333333333333,544.0
4019,1.6666666666666667,1.3333333333333333,576.0
4018,2.0,2.0,480.0
4012,3.0,1.0,512.0
4011,3.3333333333333335,1.3333333333333333,544.0
4009,3.3333333333333335,1.0,512.0
4006,2.6666666666666665,1.6666666666666667,544.0
4004,2.6666666666666665,1.6666666666666667,512.0
4003,2.3333333333333335,1.6666666666666667,480.0
4001,1.6666666666666667,1.3333333333333333,608.0
3999,2.3333333333333335,1.0,576.0
3997,2.0,1.6666666666666667,576.0
3995,2.0,2.3333333333333335,544.0
3993,1.6666666666666667,1.6666666666666667,544.0
3991,2.0,1.6666666666666667,512.0
3989,2.6666666666666665,1.6666666666666667,576.0
3987,3.6666666666666665,2.0,544.0
3986,1.6666666666666667,1.3333333333333333,544.0
3984,2.0,2.0,560.0
3982,2.3333333333333335,1.6666666666666667,608.0
3980,2.0,1.6666666666666667,576.0
3978,2.3333333333333335,1.6666666666666667,576.0
3975,2.0,1.0,544.0
3973,2.0,1.3333333333333333,512.0
3971,1.3333333333333333,1.6666666666666667,576.0
3969,2.0,1.3333333333333333,544.0
3968,2.0,1.6666666666666667,544.0
3966,2.0,2.0,576.0
3964,1.6666666666666667,2.0,544.0
3961,2.3333333333333335,1.3333333333333333,512.0
3960,2.0,1.3333333333333333,544.0
3958,2.0,2.0,512.0
3956,2.0,1.6666666666666667,480.0
3954,2.6666666666666665,1.6666666666666667,544.0
3952,1.6666666666666667,1.3333333333333333,512.0
3950,2.6666666666666665,1.6666666666666667,496.0
3946,2.3333333333333335,1.3333333333333333,512.0
3944,2.6666666666666665,1.6666666666666667,512.0
3941,2.3333333333333335,1.0,512.0
3937,2.3333333333333335,1.6666666666666667,576.0
3935,2.6666666666666665,1.3333333333333333,544.0
3932,2.0,1.6666666666666667,512.0
3931,2.3333333333333335,1.6666666666666667,544.0
3929,2.6666666666666665,1.0,512.0
3927,1.6666666666666667,2.0,480.0
3925,3.0,1.3333333333333333,544.0
3923,2.0,2.0,512.0
3922,2.6666666666666665,1.3333333333333333,576.0
3921,2.3333333333333335,1.3333333333333333,480.0
3920,2.6666666666666665,2.0,560.0
3918,2.3333333333333335,1.3333333333333333,624.0
3914,2.3333333333333335,1.6666666666666667,560.0
3913,1.6666666666666667,1.3333333333333333,592.0
3911,2.3333333333333335,1.6666666666666667,560.0
3909,2.0,2.0,528.0
3907,1.6666666666666667,1.6666666666666667,592.0
3905,1.6666666666666667,2.0,560.0
3904,2.0,1.6666666666666667,592.0
3902,2.0,1.3333333333333333,592.0
3900,1.6666666666666667,1.0,560.0
3898,2.3333333333333335,1.6666666666666667,560.0
3896,2.6666666666666665,1.0,528.0
3894,2.0,1.3333333333333333,528.0
3892,2.3333333333333335,1.6666666666666667,496.0
3890,2.3333333333333335,1.6666666666666667,560.0
3888,2.3333333333333335,1.3333333333333333,528.0
3887,4.0,1.3333333333333333,464.0
3886,2.0,1.6666666666666667,592.0
3885,1.6666666666666667,2.0,480.0
3883,2.0,1.6666666666666667,560.0
3881,1.6666666666666667,1.3333333333333333,528.0
3879,2.0,1.3333333333333333,528.0
3877,2.0,1.6666666666666667,496.0
3875,2.6666666666666665,2.0,496.0
3873,2.0,1.6666666666666667,528.0
3871,2.0,1.3333333333333333,496.0
3868,2.0,1.6666666666666667,592.0
3866,2.6666666666666665,1.6666666666666667,560.0
3864,2.3333333333333335,1.3333333333333333,560.0
3862,3.0,1.6666666666666667,528.0
3860,2.3333333333333335,1.3333333333333333,528.0
3858,2.3333333333333335,1.6666666666666667,496.0
3856,2.6666666666666665,1.0,560.0
3854,2.0,1.0,528.0
3853,1.6666666666666667,2.0,464.0
3851,2.0,1.6666666666666667,464.0
3849,2.0,2.0,592.0
3847,2.6666666666666665,1.6666666666666667,560.0
3845,2.0,1.6666666666666667,560.0
3842,2.3333333333333335,1.3333333333333333,528.0
3840,3.0,1.6666666666666667,496.0
3838,3.0,2.0,560.0
3836,1.6666666666666667,1.6666666666666667,528.0
3835,2.3333333333333335,1.6666666666666667,528.0
3833,2.6666666666666665,1.0,560.0
3831,2.3333333333333335,2.0,528.0
3828,2.3333333333333335,1.6666666666666667,528.0
3826,2.0,2.0,496.0
3824,2.0,1.3333333333333333,464.0
3822,2.3333333333333335,1.3333333333333333,528.0
3820,2.3333333333333335,1.6666666666666667,496.0
3819,1.3333333333333333,1.6666666666666667,496.0
3817,2.0,1.3333333333333333,544.0
3815,2.0,1.3333333333333333,528.0
3813,1.3333333333333333,1.3333333333333333,496.0
3811,2.0,1.3333333333333333,496.0
3809,2.6666666666666665,1.0,464.0
3806,2.0,1.6666666666666667,496.0
3804,2.6666666666666665,1.3333333333333333,464.0
3803,3.3333333333333335,1.3333333333333333,464.0
3801,2.3333333333333335,1.6666666666666667,560.0
3799,1.6666666666666667,1.6666666666666667,-1.0
3797,2.0,1.3333333333333333,528.0
3795,2.0,1.6666666666666667,496.0
3793,2.3333333333333335,1.3333333333333333,496.0
3791,2.0,1.3333333333333333,464.0
3789,2.0,1.6666666666666667,528.0
3787,1.6666666666666667,1.6666666666666667,496.0
3786,1.6666666666666667,2.0,544.0
3784,2.6666666666666665,1.3333333333333333,592.0
3781,2.0,1.6666666666666667,624.0
3780,2.0,2.0,592.0
3778,2.3333333333333335,1.6666666666666667,560.0
3774,2.0,1.3333333333333333,592.0
3773,2.3333333333333335,1.0,560.0
3771,2.0,1.3333333333333333,528.0
3767,2.0,1.3333333333333333,560.0
3766,2.6666666666666665,1.0,528.0
3764,2.3333333333333335,1.0,496.0
3762,2.3333333333333335,1.3333333333333333,560.0
3759,2.6666666666666665,2.0,592.0
3758,2.3333333333333335,1.0,560.0
3756,2.0,1.0,528.0
3755,2.6666666666666665,1.6666666666666667,560.0
3753,1.6666666666666667,1.6666666666666667,624.0
3749,2.0,1.3333333333333333,560.0
3748,3.0,1.0,592.0
3746,2.0,1.3333333333333333,560.0
3744,2.0,1.6666666666666667,528.0
3742,1.6666666666666667,1.0,592.0
3740,2.0,1.3333333333333333,560.0
3739,2.3333333333333335,1.6666666666666667,592.0
3737,1.6666666666666667,1.6666666666666667,592.0
3735,2.0,1.0,560.0
3733,2.3333333333333335,1.0,560.0
3731,2.6666666666666665,1.6666666666666667,528.0
3729,2.0,1.3333333333333333,528.0
3727,2.0,1.0,496.0
3725,1.6666666666666667,1.3333333333333333,560.0
3723,2.3333333333333335,1.3333333333333333,528.0
3722,2.3333333333333335,1.3333333333333333,528.0
3718,2.0,2.0,560.0
3716,2.3333333333333335,1.6666666666666667,528.0
3712,2.3333333333333335,1.6666666666666667,560.0
3711,1.6666666666666667,1.6666666666666667,528.0
3709,2.3333333333333335,1.0,496.0
3707,2.3333333333333335,1.3333333333333333,496.0
3704,2.6666666666666665,1.3333333333333333,528.0
3703,2.6666666666666665,1.6666666666666667,496.0
3700,3.0,1.0,528.0
3697,2.0,1.6666666666666667,560.0
3696,2.0,2.0,528.0
3694,2.0,1.3333333333333333,496.0
3693,2.0,1.6666666666666667,528.0
3691,3.0,1.3333333333333333,560.0
3689,2.6666666666666665,2.0,528.0
3686,2.3333333333333335,1.6666666666666667,496.0
3684,2.6666666666666665,1.6666666666666667,496.0
3681,1.3333333333333333,2.0,528.0
3679,2.0,1.6666666666666667,496.0
3678,2.3333333333333335,2.0,464.0
3676,2.3333333333333335,1.3333333333333333,592.0
3674,2.0,1.0,560.0
